"REF_DATE","GEO","DGUID","Wages","Type of work","National Occupational Classification (NOC)","Sex","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Professional occupations in art and culture [51]","Females","55 years and over","Current dollars","75","units","0","v1063665598","7.3.2.28.3.4","1501.27","","","","2"
"2017","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations in art, culture, recreation and sport [52]","Females","55 years and over","Current dollars","75","units","0","v1063665610","7.3.2.29.3.4","808.22","","","","2"
"2018","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations in art, culture, recreation and sport [52]","Females","55 years and over","Current dollars","75","units","0","v1063665610","7.3.2.29.3.4","1090.17","","","","2"
"2019","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations in art, culture, recreation and sport [52]","Females","55 years and over","Current dollars","75","units","0","v1063665610","7.3.2.29.3.4","1104.29","","","","2"
"2020","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations in art, culture, recreation and sport [52]","Females","55 years and over","Current dollars","75","units","0","v1063665610","7.3.2.29.3.4","999.93","","","","2"
"2021","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Technical occupations in art, culture, recreation and sport [52]","Females","55 years and over","Current dollars","75","units","0","v1063665610","7.3.2.29.3.4","996.88","","","","2"
"2017","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Sales and service occupations [6]","Females","55 years and over","Current dollars","75","units","0","v1063665622","7.3.2.30.3.4","668.73","","","","2"
"2018","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Sales and service occupations [6]","Females","55 years and over","Current dollars","75","units","0","v1063665622","7.3.2.30.3.4","724.64","","","","2"
"2019","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Sales and service occupations [6]","Females","55 years and over","Current dollars","75","units","0","v1063665622","7.3.2.30.3.4","742.08","","","","2"
"2020","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Sales and service occupations [6]","Females","55 years and over","Current dollars","75","units","0","v1063665622","7.3.2.30.3.4","785.34","","","","2"
"2021","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Sales and service occupations [6]","Females","55 years and over","Current dollars","75","units","0","v1063665622","7.3.2.30.3.4","837.72","","","","2"
"2017","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Retail sales supervisors and specialized sales occupations [62]","Females","55 years and over","Current dollars","75","units","0","v1063665634","7.3.2.31.3.4","821.20","","","","2"
"2018","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Retail sales supervisors and specialized sales occupations [62]","Females","55 years and over","Current dollars","75","units","0","v1063665634","7.3.2.31.3.4","811.95","","","","2"
"2019","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Retail sales supervisors and specialized sales occupations [62]","Females","55 years and over","Current dollars","75","units","0","v1063665634","7.3.2.31.3.4","936.28","","","","2"
"2020","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Retail sales supervisors and specialized sales occupations [62]","Females","55 years and over","Current dollars","75","units","0","v1063665634","7.3.2.31.3.4","998.83","","","","2"
"2021","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Retail sales supervisors and specialized sales occupations [62]","Females","55 years and over","Current dollars","75","units","0","v1063665634","7.3.2.31.3.4","967.18","","","","2"
"2017","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Service supervisors and specialized service occupations [63]","Females","55 years and over","Current dollars","75","units","0","v1063665646","7.3.2.32.3.4","622.04","","","","2"
"2018","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Service supervisors and specialized service occupations [63]","Females","55 years and over","Current dollars","75","units","0","v1063665646","7.3.2.32.3.4","719.15","","","","2"
"2019","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Service supervisors and specialized service occupations [63]","Females","55 years and over","Current dollars","75","units","0","v1063665646","7.3.2.32.3.4","744.92","","","","2"
"2020","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Service supervisors and specialized service occupations [63]","Females","55 years and over","Current dollars","75","units","0","v1063665646","7.3.2.32.3.4","791.99","","","","2"
"2021","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Service supervisors and specialized service occupations [63]","Females","55 years and over","Current dollars","75","units","0","v1063665646","7.3.2.32.3.4","902.94","","","","2"
"2017","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Sales representatives and salespersons - wholesale and retail trade [64]","Females","55 years and over","Current dollars","75","units","0","v1063665658","7.3.2.33.3.4","653.50","","","","2"
"2018","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Sales representatives and salespersons - wholesale and retail trade [64]","Females","55 years and over","Current dollars","75","units","0","v1063665658","7.3.2.33.3.4","707.74","","","","2"
"2019","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Sales representatives and salespersons - wholesale and retail trade [64]","Females","55 years and over","Current dollars","75","units","0","v1063665658","7.3.2.33.3.4","728.88","","","","2"
"2020","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Sales representatives and salespersons - wholesale and retail trade [64]","Females","55 years and over","Current dollars","75","units","0","v1063665658","7.3.2.33.3.4","762.91","","","","2"
"2021","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Sales representatives and salespersons - wholesale and retail trade [64]","Females","55 years and over","Current dollars","75","units","0","v1063665658","7.3.2.33.3.4","849.69","","","","2"
"2017","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Service representatives and other customer and personal services occupations [65]","Females","55 years and over","Current dollars","75","units","0","v1063665670","7.3.2.34.3.4","735.13","","","","2"
"2018","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Service representatives and other customer and personal services occupations [65]","Females","55 years and over","Current dollars","75","units","0","v1063665670","7.3.2.34.3.4","757.38","","","","2"
"2019","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Service representatives and other customer and personal services occupations [65]","Females","55 years and over","Current dollars","75","units","0","v1063665670","7.3.2.34.3.4","741.56","","","","2"
"2020","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Service representatives and other customer and personal services occupations [65]","Females","55 years and over","Current dollars","75","units","0","v1063665670","7.3.2.34.3.4","836.76","","","","2"
"2021","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Service representatives and other customer and personal services occupations [65]","Females","55 years and over","Current dollars","75","units","0","v1063665670","7.3.2.34.3.4","862.68","","","","2"
"2017","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Sales support occupations [66]","Females","55 years and over","Current dollars","75","units","0","v1063665682","7.3.2.35.3.4","524.36","","","","2"
"2018","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Sales support occupations [66]","Females","55 years and over","Current dollars","75","units","0","v1063665682","7.3.2.35.3.4","582.01","","","","2"
"2019","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Sales support occupations [66]","Females","55 years and over","Current dollars","75","units","0","v1063665682","7.3.2.35.3.4","575.15","","","","2"
"2020","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Sales support occupations [66]","Females","55 years and over","Current dollars","75","units","0","v1063665682","7.3.2.35.3.4","617.93","","","","2"
"2021","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Sales support occupations [66]","Females","55 years and over","Current dollars","75","units","0","v1063665682","7.3.2.35.3.4","677.32","","","","2"
"2017","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Service support and other service occupations, n.e.c. [67]","Females","55 years and over","Current dollars","75","units","0","v1063665694","7.3.2.36.3.4","615.23","","","","2"
"2018","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Service support and other service occupations, n.e.c. [67]","Females","55 years and over","Current dollars","75","units","0","v1063665694","7.3.2.36.3.4","699.63","","","","2"
"2019","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Service support and other service occupations, n.e.c. [67]","Females","55 years and over","Current dollars","75","units","0","v1063665694","7.3.2.36.3.4","661.89","","","","2"
"2020","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Service support and other service occupations, n.e.c. [67]","Females","55 years and over","Current dollars","75","units","0","v1063665694","7.3.2.36.3.4","677.59","","","","2"
"2021","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Service support and other service occupations, n.e.c. [67]","Females","55 years and over","Current dollars","75","units","0","v1063665694","7.3.2.36.3.4","718.16","","","","2"
"2017","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Trades, transport and equipment operators and related occupations [7]","Females","55 years and over","Current dollars","75","units","0","v1063665706","7.3.2.37.3.4","874.55","","","","2"
"2018","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Trades, transport and equipment operators and related occupations [7]","Females","55 years and over","Current dollars","75","units","0","v1063665706","7.3.2.37.3.4","930.80","","","","2"
"2019","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Trades, transport and equipment operators and related occupations [7]","Females","55 years and over","Current dollars","75","units","0","v1063665706","7.3.2.37.3.4","874.38","","","","2"
"2020","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Trades, transport and equipment operators and related occupations [7]","Females","55 years and over","Current dollars","75","units","0","v1063665706","7.3.2.37.3.4","810.61","","","","2"
"2021","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Trades, transport and equipment operators and related occupations [7]","Females","55 years and over","Current dollars","75","units","0","v1063665706","7.3.2.37.3.4","883.28","","","","2"
"2017","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Industrial, electrical and construction trades [72]","Females","55 years and over","Current dollars","75","units","0","v1063665718","7.3.2.38.3.4","","x","","","2"
"2018","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Industrial, electrical and construction trades [72]","Females","55 years and over","Current dollars","75","units","0","v1063665718","7.3.2.38.3.4","1045.71","","","","2"
"2019","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Industrial, electrical and construction trades [72]","Females","55 years and over","Current dollars","75","units","0","v1063665718","7.3.2.38.3.4","","x","","","2"
"2020","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Industrial, electrical and construction trades [72]","Females","55 years and over","Current dollars","75","units","0","v1063665718","7.3.2.38.3.4","","x","","","2"
"2021","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Industrial, electrical and construction trades [72]","Females","55 years and over","Current dollars","75","units","0","v1063665718","7.3.2.38.3.4","","x","","","2"
"2017","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Maintenance and equipment operation trades [73]","Females","55 years and over","Current dollars","75","units","0","v1063665730","7.3.2.39.3.4","","x","","","2"
"2018","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Maintenance and equipment operation trades [73]","Females","55 years and over","Current dollars","75","units","0","v1063665730","7.3.2.39.3.4","","x","","","2"
"2019","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Maintenance and equipment operation trades [73]","Females","55 years and over","Current dollars","75","units","0","v1063665730","7.3.2.39.3.4","","x","","","2"
"2020","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Maintenance and equipment operation trades [73]","Females","55 years and over","Current dollars","75","units","0","v1063665730","7.3.2.39.3.4","","x","","","2"
"2021","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Maintenance and equipment operation trades [73]","Females","55 years and over","Current dollars","75","units","0","v1063665730","7.3.2.39.3.4","","x","","","2"
"2017","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Other installers, repairers and servicers and material handlers [74]","Females","55 years and over","Current dollars","75","units","0","v1063665742","7.3.2.40.3.4","685.55","","","","2"
"2018","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Other installers, repairers and servicers and material handlers [74]","Females","55 years and over","Current dollars","75","units","0","v1063665742","7.3.2.40.3.4","766.84","","","","2"
"2019","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Other installers, repairers and servicers and material handlers [74]","Females","55 years and over","Current dollars","75","units","0","v1063665742","7.3.2.40.3.4","649.14","","","","2"
"2020","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Other installers, repairers and servicers and material handlers [74]","Females","55 years and over","Current dollars","75","units","0","v1063665742","7.3.2.40.3.4","617.84","","","","2"
"2021","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Other installers, repairers and servicers and material handlers [74]","Females","55 years and over","Current dollars","75","units","0","v1063665742","7.3.2.40.3.4","812.53","","","","2"
"2017","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Transport and heavy equipment operation and related maintenance occupations [75]","Females","55 years and over","Current dollars","75","units","0","v1063665754","7.3.2.41.3.4","888.86","","","","2"
"2018","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Transport and heavy equipment operation and related maintenance occupations [75]","Females","55 years and over","Current dollars","75","units","0","v1063665754","7.3.2.41.3.4","963.63","","","","2"
"2019","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Transport and heavy equipment operation and related maintenance occupations [75]","Females","55 years and over","Current dollars","75","units","0","v1063665754","7.3.2.41.3.4","1015.90","","","","2"
"2020","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Transport and heavy equipment operation and related maintenance occupations [75]","Females","55 years and over","Current dollars","75","units","0","v1063665754","7.3.2.41.3.4","982.59","","","","2"
"2021","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Transport and heavy equipment operation and related maintenance occupations [75]","Females","55 years and over","Current dollars","75","units","0","v1063665754","7.3.2.41.3.4","837.09","","","","2"
"2017","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Trades helpers, construction labourers and related occupations [76]","Females","55 years and over","Current dollars","75","units","0","v1063665766","7.3.2.42.3.4","","x","","","2"
"2018","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Trades helpers, construction labourers and related occupations [76]","Females","55 years and over","Current dollars","75","units","0","v1063665766","7.3.2.42.3.4","","x","","","2"
"2019","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Trades helpers, construction labourers and related occupations [76]","Females","55 years and over","Current dollars","75","units","0","v1063665766","7.3.2.42.3.4","","x","","","2"
"2020","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Trades helpers, construction labourers and related occupations [76]","Females","55 years and over","Current dollars","75","units","0","v1063665766","7.3.2.42.3.4","","x","","","2"
"2021","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Trades helpers, construction labourers and related occupations [76]","Females","55 years and over","Current dollars","75","units","0","v1063665766","7.3.2.42.3.4","","x","","","2"
"2017","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Natural resources, agriculture and related production occupations [8]","Females","55 years and over","Current dollars","75","units","0","v1063665778","7.3.2.43.3.4","746.70","","","","2"
"2018","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Natural resources, agriculture and related production occupations [8]","Females","55 years and over","Current dollars","75","units","0","v1063665778","7.3.2.43.3.4","727.86","","","","2"
"2019","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Natural resources, agriculture and related production occupations [8]","Females","55 years and over","Current dollars","75","units","0","v1063665778","7.3.2.43.3.4","802.27","","","","2"
"2020","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Natural resources, agriculture and related production occupations [8]","Females","55 years and over","Current dollars","75","units","0","v1063665778","7.3.2.43.3.4","","x","","","2"
"2021","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Natural resources, agriculture and related production occupations [8]","Females","55 years and over","Current dollars","75","units","0","v1063665778","7.3.2.43.3.4","803.49","","","","2"
"2017","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Supervisors and technical occupations in natural resources, agriculture and related production [82]","Females","55 years and over","Current dollars","75","units","0","v1063665790","7.3.2.44.3.4","","x","","","2"
"2018","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Supervisors and technical occupations in natural resources, agriculture and related production [82]","Females","55 years and over","Current dollars","75","units","0","v1063665790","7.3.2.44.3.4","","x","","","2"
"2019","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Supervisors and technical occupations in natural resources, agriculture and related production [82]","Females","55 years and over","Current dollars","75","units","0","v1063665790","7.3.2.44.3.4","","x","","","2"
"2020","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Supervisors and technical occupations in natural resources, agriculture and related production [82]","Females","55 years and over","Current dollars","75","units","0","v1063665790","7.3.2.44.3.4","","x","","","2"
"2021","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Supervisors and technical occupations in natural resources, agriculture and related production [82]","Females","55 years and over","Current dollars","75","units","0","v1063665790","7.3.2.44.3.4","","x","","","2"
"2017","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Workers in natural resources, agriculture and related production [84]","Females","55 years and over","Current dollars","75","units","0","v1063665802","7.3.2.45.3.4","","x","","","2"
"2018","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Workers in natural resources, agriculture and related production [84]","Females","55 years and over","Current dollars","75","units","0","v1063665802","7.3.2.45.3.4","688.54","","","","2"
"2019","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Workers in natural resources, agriculture and related production [84]","Females","55 years and over","Current dollars","75","units","0","v1063665802","7.3.2.45.3.4","691.94","","","","2"
"2020","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Workers in natural resources, agriculture and related production [84]","Females","55 years and over","Current dollars","75","units","0","v1063665802","7.3.2.45.3.4","","x","","","2"
"2021","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Workers in natural resources, agriculture and related production [84]","Females","55 years and over","Current dollars","75","units","0","v1063665802","7.3.2.45.3.4","770.15","","","","2"
"2017","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Harvesting, landscaping and natural resources labourers [86]","Females","55 years and over","Current dollars","75","units","0","v1063665814","7.3.2.46.3.4","","x","","","2"
"2018","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Harvesting, landscaping and natural resources labourers [86]","Females","55 years and over","Current dollars","75","units","0","v1063665814","7.3.2.46.3.4","","x","","","2"
"2019","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Harvesting, landscaping and natural resources labourers [86]","Females","55 years and over","Current dollars","75","units","0","v1063665814","7.3.2.46.3.4","","x","","","2"
"2020","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Harvesting, landscaping and natural resources labourers [86]","Females","55 years and over","Current dollars","75","units","0","v1063665814","7.3.2.46.3.4","","x","","","2"
"2021","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Harvesting, landscaping and natural resources labourers [86]","Females","55 years and over","Current dollars","75","units","0","v1063665814","7.3.2.46.3.4","","x","","","2"
"2017","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in manufacturing and utilities [9]","Females","55 years and over","Current dollars","75","units","0","v1063665826","7.3.2.47.3.4","725.06","","","","2"
"2018","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in manufacturing and utilities [9]","Females","55 years and over","Current dollars","75","units","0","v1063665826","7.3.2.47.3.4","741.11","","","","2"
"2019","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in manufacturing and utilities [9]","Females","55 years and over","Current dollars","75","units","0","v1063665826","7.3.2.47.3.4","757.46","","","","2"
"2020","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in manufacturing and utilities [9]","Females","55 years and over","Current dollars","75","units","0","v1063665826","7.3.2.47.3.4","793.05","","","","2"
"2021","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Occupations in manufacturing and utilities [9]","Females","55 years and over","Current dollars","75","units","0","v1063665826","7.3.2.47.3.4","751.50","","","","2"
"2017","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Processing, manufacturing and utilities supervisors and central control operators [92]","Females","55 years and over","Current dollars","75","units","0","v1063665838","7.3.2.48.3.4","987.02","","","","2"
"2018","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Processing, manufacturing and utilities supervisors and central control operators [92]","Females","55 years and over","Current dollars","75","units","0","v1063665838","7.3.2.48.3.4","997.64","","","","2"
"2019","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Processing, manufacturing and utilities supervisors and central control operators [92]","Females","55 years and over","Current dollars","75","units","0","v1063665838","7.3.2.48.3.4","1056.92","","","","2"
"2020","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Processing, manufacturing and utilities supervisors and central control operators [92]","Females","55 years and over","Current dollars","75","units","0","v1063665838","7.3.2.48.3.4","1063.37","","","","2"
"2021","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Processing, manufacturing and utilities supervisors and central control operators [92]","Females","55 years and over","Current dollars","75","units","0","v1063665838","7.3.2.48.3.4","883.36","","","","2"
"2017","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Processing and manufacturing machine operators and related production workers [94]","Females","55 years and over","Current dollars","75","units","0","v1063665850","7.3.2.49.3.4","703.70","","","","2"
"2018","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Processing and manufacturing machine operators and related production workers [94]","Females","55 years and over","Current dollars","75","units","0","v1063665850","7.3.2.49.3.4","688.85","","","","2"
"2019","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Processing and manufacturing machine operators and related production workers [94]","Females","55 years and over","Current dollars","75","units","0","v1063665850","7.3.2.49.3.4","740.66","","","","2"
"2020","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Processing and manufacturing machine operators and related production workers [94]","Females","55 years and over","Current dollars","75","units","0","v1063665850","7.3.2.49.3.4","778.69","","","","2"
"2021","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Processing and manufacturing machine operators and related production workers [94]","Females","55 years and over","Current dollars","75","units","0","v1063665850","7.3.2.49.3.4","743.67","","","","2"
"2017","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Assemblers in manufacturing [95]","Females","55 years and over","Current dollars","75","units","0","v1063665862","7.3.2.50.3.4","735.69","","","","2"
"2018","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Assemblers in manufacturing [95]","Females","55 years and over","Current dollars","75","units","0","v1063665862","7.3.2.50.3.4","855.81","","","","2"
"2019","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Assemblers in manufacturing [95]","Females","55 years and over","Current dollars","75","units","0","v1063665862","7.3.2.50.3.4","785.52","","","","2"
"2020","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Assemblers in manufacturing [95]","Females","55 years and over","Current dollars","75","units","0","v1063665862","7.3.2.50.3.4","801.59","","","","2"
"2021","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Assemblers in manufacturing [95]","Females","55 years and over","Current dollars","75","units","0","v1063665862","7.3.2.50.3.4","770.65","","","","2"
"2017","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Labourers in processing, manufacturing and utilities [96]","Females","55 years and over","Current dollars","75","units","0","v1063665874","7.3.2.51.3.4","612.71","","","","2"
"2018","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Labourers in processing, manufacturing and utilities [96]","Females","55 years and over","Current dollars","75","units","0","v1063665874","7.3.2.51.3.4","657.11","","","","2"
"2019","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Labourers in processing, manufacturing and utilities [96]","Females","55 years and over","Current dollars","75","units","0","v1063665874","7.3.2.51.3.4","667.23","","","","2"
"2020","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Labourers in processing, manufacturing and utilities [96]","Females","55 years and over","Current dollars","75","units","0","v1063665874","7.3.2.51.3.4","697.39","","","","2"
"2021","Ontario","2016A000235","Average weekly wage rate","Full-time employees","Labourers in processing, manufacturing and utilities [96]","Females","55 years and over","Current dollars","75","units","0","v1063665874","7.3.2.51.3.4","688.87","","","","2"


